	File	RelType	ExplConn	Conn1	SClass1A	SClass1B	Conn2	SClass2A	SClass2B	Sup1	Arg1	Arg2	Sup2
104	!5504919.txt	Implicit	NA	stattdessen	Expansion.Substitution.Arg2-as-subst	NA	NA	NA	NA	NA	"Weniger als die Hälfte von dem Plastik-Müll
wird weiter verarbeitet und wieder verwendet"	Der Großteil von dem Plastik-Müll wird verbrannt	NA
105	!5504919.txt	Implicit	NA	doch	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	NA	Der Großteil von dem Plastik-Müll wird verbrannt	Das ist schlecht für das Klima	NA
106	!5504919.txt	AltLex	Der Großteil von dem Plastik-Müll...Ein weiterer Teil von dem Plastik-Müll	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	Der Großteil von dem Plastik-Müll wird verbrannt	"Ein weiterer Teil von dem Plastik-Müll
landet über Umwege im Meer"	NA
107	!5504919.txt	Explicit	dann	NA	Temporal.Asynchronous.Precedence	NA	NA	NA	NA	NA	"Ein weiterer Teil von dem Plastik-Müll
landet über Umwege im Meer"	"Wale, Delfine, Schildkröten und Fische verwechseln
den Plastik-Müll...oft mit Nahrung"	NA
108	!5504919.txt	Implicit	NA	deshalb	Contingency.Cause.Result	Temporal.Asynchronous.Precedence	NA	NA	NA	NA	"Wale, Delfine, Schildkröten und Fische verwechseln
den Plastik-Müll dann oft mit Nahrung"	Sie fressen den Plastik-Müll	NA
109	!5504919.txt	Explicit	daran	NA	Contingency.Cause.Result	NA	NA	NA	NA	NA	Sie fressen den Plastik-Müll	und sterben oft	NA
110	!5504919.txt	NoRel	NA	NA	NA	NA	NA	NA	NA	NA	Sie fressen den Plastik-Müll und sterben oft daran	Wie reagieren Menschen auf die Aktionen BUND-Jugend	NA
111	!5504919.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Wie reagieren Menschen auf die Aktionen BUND-Jugend	"Im Berliner Supermarkt war es zum Beispiel so:
Manche Menschen haben nicht den Sinn
von einer Aktion wie „Plastik-Attacke“ verstanden.
Aber manche Menschen fanden die Aktionen gut.
Manche Menschen haben bei „Plastik-Attacke“
im Berliner Supermarkt sogar spontan mitgemacht"	NA
112	!5504919.txt	Explicit	zum Beispiel	NA	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	Wie reagieren Menschen auf die Aktionen BUND-Jugend	Im Berliner Supermarkt war es...so	"Manche Menschen haben nicht den Sinn
von einer Aktion wie „Plastik-Attacke“ verstanden"
113	!5504919.txt	Explicit	Aber	NA	Comparison.Contrast	NA	NA	NA	NA	NA	"Manche Menschen haben nicht den Sinn
von einer Aktion wie „Plastik-Attacke“ verstanden"	manche Menschen fanden die Aktionen gut	NA
114	!5504919.txt	Explicit	sogar	NA	Contingency.Cause.Result	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	Aber manche Menschen fanden die Aktionen gut	"Manche Menschen haben bei „Plastik-Attacke“
im Berliner Supermarkt...spontan mitgemacht"	NA
115	!5481861.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	"
Die Partei Die Grünen hat 2 neue Vorsitzende"	Sie wollen eine neue Politik für die Grünen	NA
116	!5481861.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Sie wollen eine neue Politik für die Grünen	Die Grünen haben 2 neue Vorsitzende gewählt	NA
117	!5481861.txt	AltLex	Die neuen Vorsitzenden heißen	NA	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	"
Die Grünen haben 2 neue Vorsitzende gewählt"	"Die neuen Vorsitzenden heißen:
Annalena Baerbock [gesprochen: Bärbock] und Robert Habeck"	NA
118	!5481861.txt	AltLex	Die neuen Vorsitzenden...Die neuen Vorsitzenden	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	"
Die neuen Vorsitzenden heißen:
Annalena Baerbock [gesprochen: Bärbock] und Robert Habeck"	Die neuen Vorsitzenden sind jung	NA
119	!5481861.txt	Implicit	NA	deshalb	Contingency.Cause.Result	NA	NA	NA	NA	NA	"
Die neuen Vorsitzenden sind jung"	Sie haben neue Ideen	NA
120	!5481861.txt	AltLex	Mit diesen Ideen	NA	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	"
Sie haben neue Ideen"	Mit diesen Ideen wollen sie die Partei neu gestalten	NA
121	!5481861.txt	Implicit	NA	aber	Comparison.Contrast	NA	NA	NA	NA	NA	"
Mit diesen Ideen wollen sie die Partei neu gestalten"	Warum könnte das schwierig werden	NA
122	!5481861.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Warum könnte das schwierig werden	"In der Partei Die Grünen gibt es 2 Gruppen.
Eine Gruppe möchte eine linke Politik.
Diese Gruppe nennt man: Linke.
Eine andere Gruppe möchte auch eine linke Politik.
Doch diese Gruppe möchte sich dabei
an andere Parteien anpassen.
Denn diese Gruppe möchte,
dass die Grünen in Deutschland mitregieren können.
Diese Gruppe nennt man: Realos.
Linke und Realos streiten oft,
wie die Politik bei den Grünen sein soll.

Bisher war es bei den Grünen so:
Ein Vorsitzender kam von den Linken.
Und ein Vorsitzender kam von den Realos.
Sie waren sich bei vielen Themen nicht einig.

Mit den neuen Vorsitzenden ist es bei den Grünen so:
Annalena Baerbock und Robert Habeck
sind beide von den Realos.
Sie sind sich bei vielen Themen einig.
Viele Menschen glauben zwar:
Annalena Baerbock und Robert Habeck
setzen sich nicht für die Politik von der linken Gruppe ein.
Annalena Baerbock und Robert Habeck sagen aber:
Wir sprechen auch über linke Themen.
Wir wollen für alle in der Partei sprechen"	NA
123	!5481861.txt	AltLex	Eine Gruppe	NA	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	In der Partei Die Grünen gibt es 2 Gruppen	Eine Gruppe möchte eine linke Politik	NA
124	!5481861.txt	Explicit	auch	NA	Comparison.Similarity	NA	NA	NA	NA	NA	Eine Gruppe möchte eine linke Politik	Eine andere Gruppe möchte...eine linke Politik	NA
125	!5481861.txt	Explicit	Doch	NA	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	NA	Eine andere Gruppe möchte auch eine linke Politik	"diese Gruppe möchte sich dabei
an andere Parteien anpassen"	NA
126	!5481861.txt	Explicit	Denn	NA	Contingency.Cause.Reason	NA	NA	NA	NA	NA	"Doch diese Gruppe möchte sich dabei
an andere Parteien anpassen"	"diese Gruppe möchte,
dass die Grünen in Deutschland mitregieren können"	NA
127	!5481861.txt	Implicit	NA	deshalb	Contingency.Cause.Result	NA	NA	NA	NA	"In der Partei Die Grünen gibt es 2 Gruppen.
Eine Gruppe möchte eine linke Politik....Eine andere Gruppe möchte auch eine linke Politik.
Doch diese Gruppe möchte sich dabei
an andere Parteien anpassen"	"Denn diese Gruppe möchte,
dass die Grünen in Deutschland mitregieren können"	"Linke und Realos streiten oft,
wie die Politik bei den Grünen sein soll"	NA
128	!5481861.txt	Implicit	NA	deshalb	Contingency.Cause.Result	NA	denn	Contingency.Cause.Reason	NA	NA	"Linke und Realos streiten oft,
wie die Politik bei den Grünen sein soll"	"Bisher war es bei den Grünen so:
Ein Vorsitzender kam von den Linken.
Und ein Vorsitzender kam von den Realos"	NA
129	!5481861.txt	Explicit	Und	NA	Comparison.Contrast	NA	NA	NA	NA	NA	Ein Vorsitzender kam von den Linken	ein Vorsitzender kam von den Realos	NA
130	!5481861.txt	Implicit	NA	daher	Contingency.Cause.Result	NA	NA	NA	NA	NA	"Ein Vorsitzender kam von den Linken.
Und ein Vorsitzender kam von den Realos"	Sie waren sich bei vielen Themen nicht einig	NA
131	!5481861.txt	AltLex	Bisher...Mit den neuen Vorsitzenden	NA	Temporal.Asynchronous.Precedence	Comparison.Contrast	NA	NA	NA	"Ein Vorsitzender kam von den Linken.
Und ein Vorsitzender kam von den Realos.
Sie waren sich bei vielen Themen nicht einig"	Bisher war es bei den Grünen so	Mit den neuen Vorsitzenden ist es bei den Grünen so	"Annalena Baerbock und Robert Habeck
sind beide von den Realos.
Sie sind sich bei vielen Themen einig"
132	!5481861.txt	Implicit	NA	daher	Contingency.Cause.Result	NA	NA	NA	NA	NA	"Annalena Baerbock und Robert Habeck
sind beide von den Realos"	Sie sind sich bei vielen Themen einig	NA
133	!5481861.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Sie sind sich bei vielen Themen einig	"Viele Menschen glauben zwar:
Annalena Baerbock und Robert Habeck
setzen sich nicht für die Politik von der linken Gruppe ein"	NA
134	!5481861.txt	Explicit	zwar...aber	NA	Comparison.Concession.Arg2-as-denier	Comparison.Contrast	NA	NA	NA	NA	"Viele Menschen glauben...Annalena Baerbock und Robert Habeck
setzen sich nicht für die Politik von der linken Gruppe ein"	Annalena Baerbock und Robert Habeck sagen...Wir sprechen auch über linke Themen	NA
135	!5481861.txt	Explicit	auch	NA	Expansion.Instantiation.Arg1-as-instance	NA	NA	NA	NA	NA	Wir sprechen...über linke Themen	Wir wollen für alle in der Partei sprechen	NA
136	!5481861.txt	Implicit	NA	denn	Contingency.Cause.Reason	NA	NA	NA	NA	NA	Wir sprechen auch über linke Themen	Wir wollen für alle in der Partei sprechen	NA
137	!5481861.txt	Implicit	NA	deshalb	Contingency.Cause+SpeechAct.Result+SpeechAct	NA	NA	NA	NA	"Annalena Baerbock und Robert Habeck
sind beide von den Realos.
Sie sind sich bei vielen Themen einig.
Viele Menschen glauben zwar:
Annalena Baerbock und Robert Habeck
setzen sich nicht für die Politik von der linken Gruppe ein"	"Annalena Baerbock und Robert Habeck sagen aber:
Wir sprechen auch über linke Themen.
Wir wollen für alle in der Partei sprechen"	Welche Themen sind Annalena Baerbock wichtig...Welche Themen sind Robert Habeck wichtig	NA
138	!5481861.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Welche Themen sind Annalena Baerbock wichtig	Annalena Baerbock ist 37 Jahre alt	NA
139	!5481861.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Annalena Baerbock ist 37 Jahre alt	Sie kommt aus dem Bundesland Brandenburg	NA
140	!5481861.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Welche Themen sind Annalena Baerbock wichtig	"Annalena Baerbock findet diese linken Themen wichtig
für die Politik der Grünen:
Klima-Schutz und Familien-Nachzug"	NA
141	!5481861.txt	Implicit	NA	zum Beispiel	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	Klima-Schutz und Familien-Nachzug	"Annalena Baerbock findet diese linken Themen wichtig
für die Politik der Grünen"	Annalena Baerbock will sich für den Klima-Schutz einsetzen	NA
142	!5481861.txt	Implicit	NA	nämlich	Contingency.Cause.Reason	Contingency.Cause+Belief.Reason+Belief	NA	NA	NA	NA	Annalena Baerbock will sich für den Klima-Schutz einsetzen	"Sie sagt:
Die Grünen müssen noch mehr gegen den Klima-Wandel tun.
Der Klima-Wandel nimmt weiter zu.
Durch die Abgase von Autos und Fabriken
steigt die Temperatur auf der Erde.
Es wird immer wärmer.
Das ist gefährlich für die Menschen und für die Natur"	NA
143	!5481861.txt	Implicit	NA	denn	Contingency.Cause.Reason	NA	NA	NA	NA	NA	Die Grünen müssen noch mehr gegen den Klima-Wandel tun	Der Klima-Wandel nimmt weiter zu	NA
144	!5481861.txt	Implicit	NA	genauer gesagt	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	Der Klima-Wandel nimmt weiter zu	"Durch die Abgase von Autos und Fabriken
steigt die Temperatur auf der Erde"	NA
145	!5481861.txt	Implicit	NA	kurz gesagt	Expansion.Level-of-detail.Arg1-as-detail	NA	NA	NA	NA	NA	"Durch die Abgase von Autos und Fabriken
steigt die Temperatur auf der Erde"	Es wird immer wärmer	NA
146	!5481861.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Es wird immer wärmer	Das ist gefährlich für die Menschen und für die Natur	NA
147	!5481861.txt	AltLex	Annalena Baerbock will...Annalena Baerbock will	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	Annalena Baerbock will sich für den Klima-Schutz einsetzen	Annalena Baerbock will den Familien-Nachzug für Flüchtlinge	NA
148	!5481861.txt	Implicit	NA	deshalb	Contingency.Cause+SpeechAct.Result+SpeechAct	NA	NA	NA	NA	NA	Annalena Baerbock will den Familien-Nachzug für Flüchtlinge	Was ist der Familien-Nachzug	NA
149	!5481861.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Was ist der Familien-Nachzug	"Viele Flüchtlinge kommen alleine nach Deutschland.
Viele Flüchtlinge wollen,
dass ihre Familien-Mitglieder später
nach Deutschland nachkommen können"	NA
150	!5481861.txt	Implicit	NA	aber	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	NA	Viele Flüchtlinge kommen alleine nach Deutschland	"Viele Flüchtlinge wollen,
dass ihre Familien-Mitglieder später
nach Deutschland nachkommen können"	NA
151	!5481861.txt	Implicit	NA	denn	Contingency.Cause.Reason	NA	NA	NA	NA	NA	"Viele Flüchtlinge wollen,
dass ihre Familien-Mitglieder später
nach Deutschland nachkommen können"	Sie vermissen ihre Eltern, Partner und Kinder	NA
152	!5481861.txt	Explicit	Außerdem	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	Sie vermissen ihre Eltern, Partner und Kinder	Viele Familien von Flüchtlingen sind in ihrer Heimat in Gefahr	NA
153	!5481861.txt	Implicit	NA	denn	Contingency.Cause.Reason	NA	NA	NA	NA	NA	Viele Familien von Flüchtlingen sind in ihrer Heimat in Gefahr	Dort gibt es oft Krieg, Verfolgung und Hunger	NA
154	!5481861.txt	AltLex	Dort	NA	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	Viele Familien von Flüchtlingen sind in ihrer Heimat in Gefahr	Dort gibt es oft Krieg, Verfolgung und Hunger	NA
155	!5481861.txt	AltLex	Welche Themen sind...wichtig	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	Welche Themen sind Annalena Baerbock wichtig	Welche Themen sind Robert Habeck wichtig	NA
156	!5481861.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Welche Themen sind Robert Habeck wichtig	Robert Habeck ist 48 Jahre alt	NA
157	!5481861.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Robert Habeck ist 48 Jahre alt	Er kommt aus dem Bundesland Schleswig-Holstein	NA
158	!5481861.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Welche Themen sind Robert Habeck wichtig	"Robert Habeck findet das linke Thema „Umverteilung“ wichtig
für die Politik der Grünen"	NA
159	!5481861.txt	AltLex	Das bedeutet	NA	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	"Robert Habeck findet das linke Thema „Umverteilung“ wichtig
für die Politik der Grünen"	"Ärmere Menschen sollen mehr Geld bekommen.
Reichere Menschen sollen mehr Geld abgeben"	NA
160	!5481861.txt	Implicit	NA	demgegenüber	Comparison.Contrast	NA	NA	NA	NA	NA	Ärmere Menschen sollen mehr Geld bekommen	Reichere Menschen sollen mehr Geld abgeben	NA
161	!5481861.txt	Explicit	Zum Beispiel	NA	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	Reichere Menschen sollen mehr Geld abgeben	sollen reichere Menschen mehr Steuern bezahlen	NA
162	!5481861.txt	Implicit	NA	indem	Expansion.Manner.Arg2-as-manner	NA	NA	NA	NA	NA	Reichere Menschen sollen mehr Geld abgeben	Zum Beispiel sollen reichere Menschen mehr Steuern bezahlen	NA
163	!5492072.txt	Explicit	Aber	NA	Comparison.Concession.Arg1-as-denier	NA	NA	NA	NA	NA	Auch politisch rechte Verlage sind auf der Buch-Messe in Leipzig	viele Menschen sind dagegen	NA
164	!5492072.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Aber viele Menschen sind dagegen	"Vom 15. bis zum 18. März 2018 findet
die Buch-Messe in Leipzig statt"	NA
165	!5492072.txt	Implicit	NA	also	Contingency.Cause+SpeechAct.Result+SpeechAct	NA	NA	NA	NA	NA	"Vom 15. bis zum 18. März 2018 findet
die Buch-Messe in Leipzig statt"	Was ist eine Buch-Messe	NA
166	!5492072.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Was ist eine Buch-Messe	"Eine Buch-Messe ist eine große Veranstaltung zum Thema Lesen.
Dort werden neue Bücher und Zeitschriften vorgestellt.
Dort gibt es viele Diskussionen und Buch-Lesungen"	NA
167	!5492072.txt	Implicit	NA	genauer gesagt	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	NA	Eine Buch-Messe ist eine große Veranstaltung zum Thema Lesen	Dort werden neue Bücher und Zeitschriften vorgestellt	NA
168	!5492072.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Dort werden neue Bücher und Zeitschriften vorgestellt	Dort gibt es viele Diskussionen und Buch-Lesungen	NA
169	!5492072.txt	Explicit	Auch	NA	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	"Eine Buch-Messe ist eine große Veranstaltung zum Thema Lesen.
Dort werden neue Bücher und Zeitschriften vorgestellt"	Dort gibt es viele Diskussionen und Buch-Lesungen	politisch rechte Verlage sind auf der Buch-Messe in Leipzig	NA
170	!5492072.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Was ist ein Verlag	Ein Verlag gibt Bücher und Zeitschriften heraus	NA
171	!5492072.txt	Explicit	Auch	NA	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	Dort werden neue Bücher und Zeitschriften vorgestellt	"rechte Verlage wollen auf der Buch-Messe
ihre neuen Bücher und Zeitschriften vorstellen"	NA
172	!5492072.txt	Explicit	Auch	NA	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	Dort gibt es viele Diskussionen und Buch-Lesungen	sie wollen Diskussionen und Buch-Lesungen anbieten	NA
173	!5492072.txt	Implicit	NA	also	Contingency.Cause+SpeechAct.Result+SpeechAct	NA	NA	NA	NA	NA	Auch sie wollen Diskussionen und Buch-Lesungen anbieten	Was planen rechte Verlage für die Buch-Messe in Leipzig	NA
174	!5492072.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Was planen rechte Verlage für die Buch-Messe in Leipzig	"Die rechte Zeitschrift „Compact“ plant zum Beispiel
eine Lesung mit dem Autor Akif Pirinçci"	NA
175	!5492072.txt	Explicit	zum Beispiel	NA	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	Was planen rechte Verlage für die Buch-Messe in Leipzig	Die rechte Zeitschrift „Compact“ plant...eine Lesung mit dem Autor Akif Pirinçci	NA
176	!5492072.txt	Implicit	NA	also	Contingency.Cause+SpeechAct.Result+SpeechAct	Comparison.Contrast	NA	NA	NA	NA	"Die rechte Zeitschrift „Compact“ plant zum Beispiel
eine Lesung mit dem Autor Akif Pirinçci"	Wer ist Akif Pirinçci	NA
177	!5492072.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Wer ist Akif Pirinçci	"Akif Pirinçci schreibt Bücher
und kommt ursprünglich aus der Türkei.
Akif Pirinçci hat gegen Flüchtlinge und Muslime gehetzt.
Dafür wurde er von einem Gericht verurteilt.
Hier ist ein Foto von Akif Pirinçci"	NA
178	!5492072.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	"Akif Pirinçci schreibt Bücher
und kommt ursprünglich aus der Türkei"	Akif Pirinçci hat gegen Flüchtlinge und Muslime gehetzt	NA
179	!5492072.txt	Explicit	Dafür	NA	Contingency.Cause.Result	NA	NA	NA	NA	NA	Akif Pirinçci hat gegen Flüchtlinge und Muslime gehetzt	wurde er von einem Gericht verurteilt	NA
180	!5492072.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Dafür wurde er von einem Gericht verurteilt	Hier ist ein Foto von Akif Pirinçci	NA
181	!5492072.txt	Explicit	Auch	NA	Comparison.Similarity	NA	NA	NA	NA	NA	Akif Pirinçci hat gegen Flüchtlinge und Muslime gehetzt	"andere Mitarbeiter und Autoren
von rechten Verlagen und Zeitschriften
hetzen oft gegen Flüchtlinge und Muslime"	NA
182	!5492072.txt	Implicit	NA	jedoch	Comparison.Contrast	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	"Auch andere Mitarbeiter und Autoren
von rechten Verlagen und Zeitschriften
hetzen oft gegen Flüchtlinge und Muslime"	"Viele Menschen sind dagegen,
dass rechte Verlage auf der Buch-Messe hetzen können"	NA
183	!5492072.txt	Implicit	NA	deshalb	Contingency.Cause.Result	NA	NA	NA	NA	NA	"Viele Menschen sind dagegen,
dass rechte Verlage auf der Buch-Messe hetzen können"	"Diese Menschen wollen verbieten,
dass rechte Verlage an der Buch-Messe teilnehmen"	NA
184	!5492072.txt	Explicit	Aber	NA	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	NA	"Diese Menschen wollen verbieten,
dass rechte Verlage an der Buch-Messe teilnehmen"	"die Leitung von der Buch-Messe sagt:
Es gibt Meinungs-Freiheit in Deutschland.
Auch rechte Verlage dürfen ihre Meinung sagen.
Das gilt auch auf der Buch-Messe"	NA
185	!5492072.txt	Explicit	Auch	NA	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	Es gibt Meinungs-Freiheit in Deutschland	rechte Verlage dürfen ihre Meinung sagen	NA
186	!5492072.txt	Explicit	auch	NA	Expansion.Instantiation.Arg2-as-instance	NA	NA	NA	NA	NA	Auch rechte Verlage dürfen ihre Meinung sagen	Das gilt...auf der Buch-Messe	NA
187	!5492072.txt	Explicit	nun	NA	Contingency.Cause.Result	Comparison.Contrast	NA	NA	NA	NA	"Aber die Leitung von der Buch-Messe sagt:
Es gibt Meinungs-Freiheit in Deutschland.
Auch rechte Verlage dürfen ihre Meinung sagen.
Das gilt auch auf der Buch-Messe"	"Andere Verlage auf der Buch-Messe sagen...Wenn die Leitung von der Buch-Messe in Leipzig nichts macht,
dann unternehmen wir selber etwas gegen die rechten Verlage"	NA
188	!5492072.txt	Explicit	Wenn...dann	NA	Contingency.Negative-condition.Arg2-as-negcond	NA	NA	NA	NA	NA	unternehmen wir selber etwas gegen die rechten Verlage	die Leitung von der Buch-Messe in Leipzig nichts macht	NA
189	!5492072.txt	Implicit	NA	deshalb	Contingency.Cause.Result	NA	NA	NA	NA	NA	"Andere Verlage auf der Buch-Messe sagen nun:
Wenn die Leitung von der Buch-Messe in Leipzig nichts macht,
dann unternehmen wir selber etwas gegen die rechten Verlage"	Die anderen Verlage haben eine Gruppe gegründet	NA
190	!5492072.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Die anderen Verlage haben eine Gruppe gegründet	Diese Gruppe heißt „Verlage gegen Rechts	NA
191	!5492072.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Diese Gruppe heißt „Verlage gegen Rechts	Die Gruppe bietet auf der Buch-Messe viele Veranstaltungen an	NA
192	!5492072.txt	Explicit	Damit	NA	Expansion.Manner.Arg1-as-manner	NA	NA	NA	NA	Zum Beispiel Veranstaltungen zum Thema Rassismus	Die Gruppe bietet auf der Buch-Messe viele Veranstaltungen an	"zeigt die Gruppe:
Wir sind gegen rechte Hetze.
Wir sind gegen rechte Verlage auf der Buch-Messe"	NA
193	!5492072.txt	Implicit	NA	also	Contingency.Cause.Result	NA	unter anderem	Expansion.Instantiation.Arg2-as-instance	NA	NA	Wir sind gegen rechte Hetze	Wir sind gegen rechte Verlage auf der Buch-Messe	NA
194	!5492072.txt	AltLex	Wir sind gegen...Wir sind gegen	NA	Expansion.Conjunction	NA	NA	NA	NA	NA	Wir sind gegen rechte Hetze	Wir sind gegen rechte Verlage auf der Buch-Messe	NA
195	!5486636.txt	Explicit	weil	NA	Contingency.Cause.Reason	NA	NA	NA	NA	NA	Kranke sterben oft	Medikamente nicht wirken	NA
196	!5486636.txt	Explicit	Ein Grund	NA	Contingency.Cause.Reason	NA	NA	NA	NA	NA	weil Medikamente nicht wirken	Ein Grund sind bestimmte Keime	NA
197	!5486636.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Ein Grund sind bestimmte Keime	Auf der Welt gibt es sehr viele Keime	NA
198	!5486636.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Auf der Welt gibt es sehr viele Keime	Was sind Keime	NA
199	!5486636.txt	Hypophora	NA	NA	NA	NA	NA	NA	NA	NA	Was sind Keime	Keime sind Krankheits-Erreger	NA
200	!5486636.txt	EntRel	NA	NA	NA	NA	NA	NA	NA	NA	Keime sind Krankheits-Erreger	Keime sieht man nicht mit dem bloßen Auge	NA
201	!5486636.txt	Implicit	NA	zwar ... aber ...	Comparison.Concession.Arg2-as-denier	NA	und	Expansion.Conjunction	NA	NA	Keime sieht man nicht mit dem bloßen Auge	Keime sind in der Luft und im Wasser	NA
202	!5486636.txt	Implicit	NA	deshalb	Contingency.Cause.Result	NA	und	Expansion.Conjunction	NA	NA	Keime sind in der Luft und im Wasser	Keime können Menschen krank machen	Zum Beispiel, wenn die Keime in eine Wunde gelangen
203	!5486636.txt	Implicit	NA	jedoch	Comparison.Concession.Arg2-as-denier	NA	NA	NA	NA	Zum Beispiel, wenn die Keime in eine Wunde gelangen	Keime können Menschen krank machen	Keime können mit Medikamenten behandelt werden	NA
204	!5486636.txt	AltLex	Ein...Problem	NA	Comparison.Concession.Arg2-as-denier	Expansion.Exception.Arg2-as-excpt	NA	NA	NA	Diese Medikamente heißen: Antibiotika	Keime können mit Medikamenten behandelt werden	"Ein großes Problem ist:
Es gibt immer mehr Keime,
bei denen Antibiotika nicht wirken"	NA
205	!5486636.txt	Explicit	dann	NA	Contingency.Condition.Arg2-as-cond	Expansion.Level-of-detail.Arg2-as-detail	NA	NA	NA	NA	"Es gibt immer mehr Keime,
bei denen Antibiotika nicht wirken"	Man sagt...Diese Keime sind resistent	NA
206	!5486636.txt	Implicit	NA	denn	Contingency.Cause.Reason	NA	NONE	Expansion.Conjunction	NA	NA	"Man sagt dann:
Diese Keime sind resistent"	Die Keime sind widerstandsfähig gegen Antibiotika	NA
207	!5486636.txt	Implicit	NA	aber	Comparison.Contrast	NA	deshalb	Contingency.Cause+SpeechAct.Result+SpeechAct	NA	NA	Die Keime sind widerstandsfähig gegen Antibiotika	Warum gibt es immer mehr widerstandsfähige Keime	NA
208	!5486636.txt	NoRel	NA	NA	NA	NA	NA	NA	NA	NA	Warum gibt es immer mehr widerstandsfähige Keime	Warum wirken die Antibiotika nicht	NA
209	!5486636.txt	AltLex	Ein Grund dafür	NA	Contingency.Cause.Reason	NA	NA	NA	NA	NA	Warum wirken die Antibiotika nicht	"Ein Grund dafür ist:
Deutsche Ärzte verschreiben große Mengen
Antibiotika an kranke Menschen"	NA
210	!5486636.txt	Explicit	deshalb	NA	Contingency.Cause.Result	NA	NA	NA	NA	NA	"Deutsche Ärzte verschreiben große Mengen
Antibiotika an kranke Menschen"	Die Keime sind...immer öfter Antibiotika ausgesetzt	NA
211	!5486636.txt	Implicit	NA	dadurch	Contingency.Cause.Result	NA	NA	NA	NA	NA	Die Keime sind deshalb immer öfter Antibiotika ausgesetzt	Die Keime gewöhnen sich an diese Antibiotika	NA
212	!5486636.txt	Explicit	Und	NA	Contingency.Cause.Result	NA	NA	NA	NA	NA	Die Keime gewöhnen sich an diese Antibiotika	die Keime entwickeln Abwehr-Kräfte gegen diese Antibiotika	NA
213	!5486636.txt	AltLex	Die Folge davon	NA	Contingency.Cause.Result	NA	NA	NA	NA	NA	Und die Keime entwickeln Abwehr-Kräfte gegen diese Antibiotika	"Die Folge davon ist:
Antibiotika helfen nicht mehr gegen diese Keime"	NA
214	!5486636.txt	Implicit	NA	deshalb	Contingency.Cause.Result	NA	NA	NA	NA	NA	Antibiotika helfen nicht mehr gegen diese Keime	Antibiotika heilen kranke Menschen nicht mehr	NA
